Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 setpoint  shutter       T1 
    42.20    2.690    2.570    1.000    0.000    2.690
    42.30    2.690    2.570    1.000    0.000    2.690
    42.40    2.690    2.570    1.000    0.000    2.690
    42.50    2.690    2.570    1.000    0.000    2.690
    42.60    2.690    2.570    1.000    0.000    2.690
    42.70    2.695    2.570    1.000    0.000    2.695
    42.80    2.695    2.570    1.000    0.000    2.695
    42.90    2.695    2.570    1.000    0.000    2.695
    43.00    2.695    2.570    1.000    0.000    2.695
    43.10    2.695    2.575    1.000    0.000    2.695
    43.20    2.695    2.575    1.000    0.000    2.695
    43.30    2.695    2.570    1.000    0.000    2.695
    43.40    2.695    2.575    1.000    0.000    2.695
    43.50    2.695    2.575    1.000    0.000    2.695
    43.60    2.695    2.575    1.000    0.000    2.695
    43.70    2.695    2.575    1.000    0.000    2.695
    43.80    2.695    2.575    1.000    0.000    2.695
    43.90    2.695    2.575    1.000    0.000    2.695
    44.00    2.695    2.570    1.000    0.000    2.695
    44.10    2.695    2.575    1.000    0.000    2.695
    44.20    2.695    2.570    1.000    0.000    2.695
    44.30    2.695    2.575    1.000    0.000    2.695
    44.40    2.695    2.575    1.000    0.000    2.695
    44.50    2.695    2.575    1.000    0.000    2.695
    44.60    2.695    2.575    1.000    0.000    2.695
    44.70    2.695    2.575    1.000    0.000    2.695
    44.80    2.695    2.575    1.000    0.000    2.695
    44.90    2.700    2.575    1.000    0.000    2.700
    45.00    2.700    2.575    1.000    0.000    2.700
    45.10    2.700    2.575    1.000    0.000    2.700
    45.20    2.700    2.575    1.000    0.000    2.700
    45.30    2.700    2.575    1.000    0.000    2.700
    45.40    2.700    2.575    1.000    0.000    2.700
    45.50    2.700    2.575    1.000    0.000    2.700
    45.60    2.700    2.575    1.000    0.000    2.700
    45.70    2.700    2.575    1.000    0.000    2.700
    45.80    2.700    2.575    1.000    0.000    2.700
    45.90    2.700    2.575    1.000    0.000    2.700
    46.00    2.700    2.575    1.000    0.000    2.700
    46.10    2.700    2.575    1.000    0.000    2.700
    46.20    2.700    2.575    1.000    0.000    2.700
    46.30    2.700    2.575    1.000    0.000    2.700
    46.40    2.700    2.575    1.000    0.000    2.700
    46.50    2.700    2.575    1.000    0.000    2.700
    46.60    2.705    2.575    1.000    0.000    2.705
    46.70    2.705    2.575    1.000    0.000    2.705
    46.80    2.705    2.575    1.000    0.000    2.705
    46.90    2.705    2.575    1.000    0.000    2.705
    47.00    2.705    2.575    1.000    0.000    2.705
    47.10    2.705    2.575    1.000    0.000    2.705
    47.20    2.705    2.575    1.000    0.000    2.705
    47.30    2.705    2.575    1.000    0.000    2.705
    47.40    2.705    2.575    1.000    0.000    2.705
    47.50    2.705    2.575    1.000    0.000    2.705
    47.60    2.705    2.575    1.000    0.000    2.705
    47.70    2.705    2.575    1.000    0.000    2.705
    47.80    2.705    2.575    1.000    0.000    2.705
    47.90    2.705    2.580    1.000    0.000    2.705
    48.00    2.705    2.580    1.000    0.000    2.705
    48.10    2.705    2.580    1.000    0.000    2.705
    48.20    2.705    2.580    1.000    0.000    2.705
    48.30    2.710    2.580    1.000    0.000    2.710
    48.40    2.705    2.580    1.000    0.000    2.705
    48.50    2.705    2.580    1.000    0.000    2.705
    48.60    2.705    2.580    1.000    0.000    2.705
    48.70    2.705    2.580    1.000    0.000    2.705
    48.80    2.710    2.580    1.000    0.000    2.710
    48.90    2.710    2.580    1.000    0.000    2.710
    49.00    2.710    2.580    1.000    0.000    2.710
    49.10    2.710    2.580    1.000    0.000    2.710
    49.20    2.710    2.580    1.000    0.000    2.710
    49.30    2.710    2.580    1.000    0.000    2.710
    49.40    2.710    2.580    1.000    0.000    2.710
    49.50    2.710    2.580    1.000    0.000    2.710
    49.60    2.710    2.580    1.000    0.000    2.710
    49.70    2.710    2.580    1.000    0.000    2.710
    49.80    2.710    2.580    1.000    0.000    2.710
    49.90    2.710    2.580    1.000    0.000    2.710
    50.00    2.710    2.580    1.000    0.000    2.710
    50.10    2.710    2.580    1.000    0.000    2.710
    50.20    2.710    2.580    1.000    0.000    2.710
    50.30    2.710    2.580    1.000    0.000    2.710
    50.40    2.710    2.580    1.000    0.000    2.710
    50.50    2.710    2.580    1.000    0.000    2.710
    50.60    2.710    2.580    1.000    0.000    2.710
    50.70    2.710    2.580    1.000    0.000    2.710
    50.80    2.710    2.580    1.000    0.000    2.710
    50.90    2.710    2.580    1.000    0.000    2.710
    51.00    2.710    2.580    1.000    0.000    2.710
    51.10    2.710    2.580    1.000    0.000    2.710
    51.20    2.715    2.580    1.000    0.000    2.715
    51.30    2.715    2.580    1.000    0.000    2.715
    51.40    2.710    2.585    1.000    0.000    2.710
    51.50    2.715    2.585    1.000    0.000    2.715
    51.60    2.715    2.585    1.000    0.000    2.715
    51.70    2.715    2.580    1.000    0.000    2.715
    51.80    2.715    2.585    1.000    0.000    2.715
    51.90    2.715    2.585    1.000    0.000    2.715
    52.00    2.715    2.585    1.000    0.000    2.715
    52.10    2.715    2.585    1.000    0.000    2.715
    52.20    2.715    2.585    1.000    0.000    2.715
    52.30    2.715    2.585    1.000    0.000    2.715
    52.40    2.715    2.585    1.000    0.000    2.715
    52.50    2.715    2.585    1.000    0.000    2.715
    52.60    2.715    2.585    1.000    0.000    2.715
    52.70    2.715    2.585    1.000    0.000    2.715
    52.80    2.715    2.585    1.000    0.000    2.715
    52.90    2.715    2.585    1.000    0.000    2.715
    53.00    2.715    2.585    1.000    0.000    2.715
    53.10    2.715    2.585    1.000    0.000    2.715
    53.20    2.715    2.585    1.000    0.000    2.715
    53.30    2.715    2.585    1.000    0.000    2.715
    53.40    2.715    2.585    1.000    0.000    2.715
    53.50    2.715    2.585    1.000    0.000    2.715
    53.60    2.720    2.585    1.000    0.000    2.720
    53.70    2.720    2.585    1.000    0.000    2.720
    53.80    2.720    2.585    1.000    0.000    2.720
    53.90    2.720    2.585    1.000    0.000    2.720
    54.00    2.720    2.585    1.000    0.000    2.720
    54.10    2.720    2.585    1.000    0.000    2.720
    54.20    2.720    2.585    1.000    0.000    2.720
    54.30    2.720    2.585    1.000    0.000    2.720
    54.40    2.720    2.585    1.000    0.000    2.720
    54.50    2.720    2.585    1.000    0.000    2.720
    54.60    2.720    2.585    1.000    0.000    2.720
    54.70    2.720    2.585    1.000    0.000    2.720
    54.80    2.720    2.585    1.000    0.000    2.720
    54.90    2.720    2.585    1.000    0.000    2.720
    55.00    2.720    2.585    1.000    0.000    2.720
    55.10    2.720    2.585    1.000    0.000    2.720
    55.20    2.720    2.585    1.000    0.000    2.720
    55.30    2.720    2.585    1.000    0.000    2.720
    55.40    2.720    2.585    1.000    0.000    2.720
    55.50    2.720    2.590    1.000    0.000    2.720
    55.60    2.720    2.590    1.000    0.000    2.720
    55.70    2.720    2.585    1.000    0.000    2.720
    55.80    2.720    2.590    1.000    0.000    2.720
    55.90    2.720    2.590    1.000    0.000    2.720
    56.00    2.725    2.590    1.000    0.000    2.725
    56.10    2.720    2.590    1.000    0.000    2.720
    56.20    2.725    2.590    1.000    0.000    2.725
    56.30    2.725    2.590    1.000    0.000    2.725
    56.40    2.725    2.590    1.000    0.000    2.725
    56.50    2.725    2.590    1.000    0.000    2.725
    56.60    2.725    2.590    1.000    0.000    2.725
    56.70    2.725    2.590    1.000    0.000    2.725
    56.80    2.725    2.590    1.000    0.000    2.725
    56.90    2.725    2.590    1.000    0.000    2.725
    57.00    2.725    2.590    1.000    0.000    2.725
    57.10    2.725    2.590    1.000    0.000    2.725
    57.20    2.725    2.590    1.000    0.000    2.725
    57.30    2.725    2.590    1.000    0.000    2.725
    57.40    2.725    2.590    1.000    0.000    2.725
    57.50    2.725    2.590    1.000    0.000    2.725
    57.60    2.725    2.590    1.000    0.000    2.725
    57.70    2.725    2.590    1.000    0.000    2.725
    57.80    2.725    2.590    1.000    0.000    2.725
    57.90    2.725    2.590    1.000    0.000    2.725
    58.00    2.725    2.590    1.000    0.000    2.725
    58.10    2.725    2.590    1.000    0.000    2.725
    58.20    2.725    2.590    1.000    0.000    2.725
    58.30    2.725    2.590    1.000    0.000    2.725
    58.40    2.725    2.590    1.000    0.000    2.725
    58.50    2.725    2.590    1.000    0.000    2.725
    58.60    2.725    2.595    1.000    0.000    2.725
    58.70    2.730    2.590    1.000    0.000    2.730
    58.80    2.730    2.590    1.000    0.000    2.730
    58.90    2.730    2.590    1.000    0.000    2.730
    59.00    2.730    2.590    1.000    0.000    2.730
    59.10    2.730    2.590    1.000    0.000    2.730
    59.20    2.730    2.590    1.000    0.000    2.730
    59.30    2.730    2.590    1.000    0.000    2.730
    59.40    2.730    2.595    1.000    0.000    2.730
    59.50    2.730    2.590    1.000    0.000    2.730
    59.60    2.730    2.590    1.000    0.000    2.730
    59.70    2.730    2.595    1.000    0.000    2.730
    59.80    2.730    2.595    1.000    0.000    2.730
    59.90    2.730    2.595    1.000    0.000    2.730
    60.00    2.730    2.595    1.000    0.000    2.730
    60.10    2.730    2.595    1.000    0.000    2.730
    60.20    2.730    2.595    1.000    0.000    2.730
    60.30    2.730    2.595    1.000    0.000    2.730
    60.40    2.730    2.595    1.000    0.000    2.730
    60.50    2.730    2.595    1.000    0.000    2.730
    60.60    2.730    2.595    1.000    0.000    2.730
    60.70    2.730    2.595    1.000    0.000    2.730
    60.80    2.730    2.595    1.000    0.000    2.730
    60.90    2.730    2.595    1.000    0.000    2.730
    61.00    2.730    2.595    1.000    0.000    2.730
    61.10    2.735    2.595    1.000    0.000    2.735
    61.20    2.735    2.595    1.000    0.000    2.735
    61.30    2.735    2.595    1.000    0.000    2.735
    61.40    2.735    2.595    1.000    0.000    2.735
    61.50    2.735    2.595    1.000    0.000    2.735
    61.60    2.730    2.595    1.000    0.000    2.730
    61.70    2.735    2.595    1.000    0.000    2.735
    61.80    2.735    2.595    1.000    0.000    2.735
    61.90    2.735    2.595    1.000    0.000    2.735
    62.00    2.735    2.595    1.000    0.000    2.735
    62.10    2.735    2.595    1.000    0.000    2.735
    62.20    2.735    2.595    1.000    0.000    2.735
    62.30    2.735    2.595    1.000    0.000    2.735
    62.40    2.735    2.595    1.000    0.000    2.735
    62.50    2.735    2.595    1.000    0.000    2.735
    62.60    2.735    2.595    1.000    0.000    2.735
    62.70    2.735    2.595    1.000    0.000    2.735
    62.80    2.735    2.595    1.000    0.000    2.735
    62.90    2.735    2.600    1.000    0.000    2.735
    63.00    2.735    2.595    1.000    0.000    2.735
    63.10    2.735    2.595    1.000    0.000    2.735
    63.20    2.735    2.595    1.000    0.000    2.735
    63.30    2.735    2.600    1.000    0.000    2.735
    63.40    2.735    2.600    1.000    0.000    2.735
    63.50    2.735    2.600    1.000    0.000    2.735
    63.60    2.735    2.600    1.000    0.000    2.735
    63.70    2.735    2.600    1.000    0.000    2.735
    63.80    2.735    2.600    1.000    0.000    2.735
    63.90    2.735    2.600    1.000    0.000    2.735
    64.00    2.735    2.600    1.000    0.000    2.735
    64.10    2.735    2.600    1.000    0.000    2.735
    64.20    2.735    2.600    1.000    0.000    2.735
    64.30    2.735    2.600    1.000    0.000    2.735
    64.40    2.740    2.600    1.000    0.000    2.740
    64.50    2.740    2.600    1.000    0.000    2.740
    64.60    2.740    2.600    1.000    0.000    2.740
    64.70    2.740    2.600    1.000    0.000    2.740
    64.80    2.740    2.600    1.000    0.000    2.740
    64.90    2.740    2.600    1.000    0.000    2.740
    65.00    2.740    2.600    1.000    0.000    2.740
    65.10    2.740    2.600    1.000    0.000    2.740
    65.20    2.740    2.600    1.000    0.000    2.740
    65.30    2.740    2.600    1.000    0.000    2.740
    65.40    2.740    2.600    1.000    0.000    2.740
    65.50    2.740    2.600    1.000    0.000    2.740
    65.60    2.740    2.600    1.000    0.000    2.740
    65.70    2.740    2.600    1.000    0.000    2.740
    65.80    2.740    2.600    1.000    0.000    2.740
    65.90    2.740    2.600    1.000    0.000    2.740
    66.00    2.740    2.600    1.000    0.000    2.740
    66.10    2.740    2.600    1.000    0.000    2.740
    66.20    2.740    2.600    1.000    0.000    2.740
    66.30    2.740    2.600    1.000    0.000    2.740
    66.40    2.740    2.600    1.000    0.000    2.740
    66.50    2.740    2.605    1.000    0.000    2.740
    66.60    2.740    2.605    1.000    0.000    2.740
    66.70    2.740    2.600    1.000    0.000    2.740
    66.80    2.740    2.605    1.000    0.000    2.740
    66.90    2.740    2.605    1.000    0.000    2.740
    67.00    2.740    2.600    1.000    0.000    2.740
    67.10    2.740    2.605    1.000    0.000    2.740
    67.20    2.745    2.605    1.000    0.000    2.745
    67.30    2.740    2.605    1.000    0.000    2.740
    67.40    2.745    2.605    1.000    0.000    2.745
    67.50    2.745    2.605    1.000    0.000    2.745
    67.60    2.745    2.605    1.000    0.000    2.745
    67.70    2.745    2.605    1.000    0.000    2.745
    67.80    2.745    2.605    1.000    0.000    2.745
    67.90    2.745    2.605    1.000    0.000    2.745
    68.00    2.745    2.605    1.000    0.000    2.745
    68.10    2.745    2.605    1.000    0.000    2.745
    68.20    2.745    2.605    1.000    0.000    2.745
    68.30    2.745    2.605    1.000    0.000    2.745
    68.40    2.745    2.605    1.000    0.000    2.745
    68.50    2.745    2.605    1.000    0.000    2.745
    68.60    2.745    2.605    1.000    0.000    2.745
    68.70    2.745    2.605    1.000    0.000    2.745
    68.80    2.745    2.605    1.000    0.000    2.745
    68.90    2.745    2.605    1.000    0.000    2.745
    69.00    2.745    2.605    1.000    0.000    2.745
    69.10    2.745    2.605    1.000    0.000    2.745
    69.20    2.745    2.605    1.000    0.000    2.745
    69.30    2.745    2.605    1.000    0.000    2.745
    69.40    2.745    2.605    1.000    0.000    2.745
    69.50    2.745    2.605    1.000    0.000    2.745
    69.60    2.745    2.605    1.000    0.000    2.745
    69.70    2.745    2.605    1.000    0.000    2.745
    69.80    2.745    2.605    1.000    0.000    2.745
    69.90    2.745    2.605    1.000    0.000    2.745
    70.00    2.750    2.605    1.000    0.000    2.750
    70.10    2.745    2.610    1.000    0.000    2.745
    70.20    2.750    2.605    1.000    0.000    2.750
    70.30    2.750    2.610    1.000    0.000    2.750
    70.40    2.750    2.610    1.000    0.000    2.750
    70.50    2.750    2.610    1.000    0.000    2.750
    70.60    2.750    2.610    1.000    0.000    2.750
    70.70    2.750    2.610    1.000    0.000    2.750
    70.80    2.750    2.610    1.000    0.000    2.750
    70.90    2.750    2.610    1.000    0.000    2.750
    71.00    2.750    2.610    1.000    0.000    2.750
    71.10    2.750    2.610    1.000    0.000    2.750
    71.20    2.750    2.610    1.000    0.000    2.750
    71.30    2.750    2.610    1.000    0.000    2.750
    71.40    2.750    2.610    1.000    0.000    2.750
    71.50    2.750    2.610    1.000    0.000    2.750
    71.60    2.750    2.610    1.000    0.000    2.750
    71.70    2.750    2.610    1.000    0.000    2.750
    71.80    2.750    2.610    1.000    0.000    2.750
    71.90    2.750    2.610    1.000    0.000    2.750
    72.00    2.750    2.610    1.000    0.000    2.750
    72.10    2.750    2.610    1.000    0.000    2.750
    72.20    2.750    2.610    1.000    0.000    2.750
    72.30    2.750    2.610    1.000    0.000    2.750
    72.40    2.750    2.610    1.000    0.000    2.750
    72.50    2.750    2.610    1.000    0.000    2.750
    72.60    2.750    2.610    1.000    0.000    2.750
    72.70    2.750    2.610    1.000    0.000    2.750
    72.80    2.750    2.610    1.000    0.000    2.750
    72.90    2.750    2.610    1.000    0.000    2.750
    73.00    2.750    2.610    1.000    0.000    2.750
    73.10    2.750    2.610    1.000    0.000    2.750
    73.20    2.750    2.610    1.000    0.000    2.750
    73.30    2.750    2.610    1.000    0.000    2.750
    73.40    2.755    2.610    1.000    0.000    2.755
    73.50    2.755    2.610    1.000    0.000    2.755
    73.60    2.755    2.610    1.000    0.000    2.755
    73.70    2.750    2.610    1.000    0.000    2.750
    73.80    2.755    2.615    1.000    0.000    2.755
    73.90    2.755    2.610    1.000    0.000    2.755
    74.00    2.755    2.615    1.000    0.000    2.755
    74.10    2.755    2.615    1.000    0.000    2.755
    74.20    2.755    2.615    1.000    0.000    2.755
    74.30    2.755    2.615    1.000    0.000    2.755
    74.40    2.755    2.615    1.000    0.000    2.755
    74.50    2.755    2.615    1.000    0.000    2.755
    74.60    2.755    2.615    1.000    0.000    2.755
    74.70    2.755    2.615    1.000    0.000    2.755
    74.80    2.755    2.615    1.000    0.000    2.755
    74.90    2.755    2.615    1.000    0.000    2.755
    75.00    2.755    2.615    1.000    0.000    2.755
    75.10    2.755    2.615    1.000    0.000    2.755
    75.20    2.755    2.615    1.000    0.000    2.755
    75.30    2.755    2.615    1.000    0.000    2.755
    75.40    2.755    2.615    1.000    0.000    2.755
    75.50    2.755    2.615    1.000    0.000    2.755
    75.60    2.755    2.615    1.000    0.000    2.755
    75.70    2.755    2.615    1.000    0.000    2.755
    75.80    2.755    2.615    1.000    0.000    2.755
    75.90    2.755    2.615    1.000    0.000    2.755
    76.00    2.755    2.615    1.000    0.000    2.755
    76.10    2.755    2.615    1.000    0.000    2.755
    76.20    2.755    2.615    1.000    0.000    2.755
    76.30    2.755    2.615    1.000    0.000    2.755
    76.40    2.755    2.615    1.000    0.000    2.755
    76.50    2.755    2.615    1.000    0.000    2.755
    76.60    2.755    2.615    1.000    0.000    2.755
    76.70    2.755    2.615    1.000    0.000    2.755
    76.80    2.755    2.615    1.000    0.000    2.755
    76.90    2.755    2.620    1.000    0.000    2.755
    77.00    2.760    2.615    1.000    0.000    2.760
    77.10    2.760    2.615    1.000    0.000    2.760
    77.20    2.760    2.620    1.000    0.000    2.760
    77.30    2.760    2.615    1.000    0.000    2.760
    77.40    2.760    2.620    1.000    0.000    2.760
    77.50    2.760    2.620    1.000    0.000    2.760
    77.60    2.760    2.620    1.000    0.000    2.760
    77.70    2.760    2.620    1.000    0.000    2.760
    77.80    2.760    2.620    1.000    0.000    2.760
    77.90    2.760    2.620    1.000    0.000    2.760
    78.00    2.760    2.620    1.000    0.000    2.760
    78.10    2.760    2.620    1.000    0.000    2.760
    78.20    2.760    2.620    1.000    0.000    2.760
    78.30    2.760    2.620    1.000    0.000    2.760
    78.40    2.760    2.620    1.000    0.000    2.760
    78.50    2.760    2.620    1.000    0.000    2.760
    78.60    2.760    2.620    1.000    0.000    2.760
    78.70    2.760    2.620    1.000    0.000    2.760
    78.80    2.760    2.620    1.000    0.000    2.760
    78.90    2.760    2.620    1.000    0.000    2.760
    79.00    2.760    2.620    1.000    0.000    2.760
    79.10    2.760    2.620    1.000    0.000    2.760
    79.20    2.760    2.620    1.000    0.000    2.760
    79.30    2.760    2.620    1.000    0.000    2.760
    79.40    2.760    2.620    1.000    0.000    2.760
    79.50    2.760    2.620    1.000    0.000    2.760
    79.60    2.760    2.620    1.000    0.000    2.760
    79.70    2.760    2.620    1.000    0.000    2.760
    79.80    2.760    2.620    1.000    0.000    2.760
    79.90    2.760    2.620    1.000    0.000    2.760
    80.00    2.760    2.620    1.000    0.000    2.760
    80.10    2.760    2.620    1.000    0.000    2.760
    80.20    2.760    2.620    1.000    0.000    2.760
    80.30    2.760    2.625    1.000    0.000    2.760
    80.40    2.760    2.620    1.000    0.000    2.760
    80.50    2.760    2.620    1.000    0.000    2.760
    80.60    2.765    2.625    1.000    0.000    2.765
    80.70    2.765    2.625    1.000    0.000    2.765
    80.80    2.765    2.625    1.000    0.000    2.765
    80.90    2.765    2.625    1.000    0.000    2.765
    81.00    2.765    2.625    1.000    0.000    2.765
    81.10    2.765    2.620    1.000    0.000    2.765
    81.20    2.765    2.620    1.000    0.000    2.765
    81.30    2.765    2.625    1.000    0.000    2.765
    81.40    2.765    2.625    1.000    0.000    2.765
    81.50    2.765    2.625    1.000    0.000    2.765
    81.60    2.765    2.625    1.000    0.000    2.765
    81.70    2.765    2.625    1.000    0.000    2.765
    81.80    2.765    2.625    1.000    0.000    2.765
    81.90    2.765    2.625    1.000    0.000    2.765
    82.00    2.765    2.625    1.000    0.000    2.765
    82.10    2.765    2.625    1.000    0.000    2.765
    82.20    2.765    2.625    1.000    0.000    2.765
    82.30    2.765    2.625    1.000    0.000    2.765
    82.40    2.765    2.625    1.000    0.000    2.765
    82.50    2.765    2.625    1.000    0.000    2.765
    82.60    2.765    2.625    1.000    0.000    2.765
    82.70    2.765    2.625    1.000    0.000    2.765
    82.80    2.765    2.625    1.000    0.000    2.765
    82.90    2.765    2.625    1.000    0.000    2.765
    83.00    2.765    2.625    1.000    0.000    2.765
    83.10    2.765    2.625    1.000    0.000    2.765
    83.20    2.765    2.625    1.000    0.000    2.765
    83.30    2.765    2.625    1.000    0.000    2.765
    83.40    2.765    2.625    1.000    0.000    2.765
    83.50    2.765    2.625    1.000    0.000    2.765
    83.60    2.770    2.625    1.000    0.000    2.770
    83.70    2.770    2.625    1.000    0.000    2.770
    83.80    2.770    2.625    1.000    0.000    2.770
    83.90    2.765    2.625    1.000    0.000    2.765
    84.00    2.770    2.625    1.000    0.000    2.770
    84.10    2.770    2.625    1.000    0.000    2.770
    84.20    2.770    2.625    1.000    0.000    2.770
    84.30    2.765    2.625    1.000    0.000    2.765
    84.40    2.770    2.630    1.000    0.000    2.770
    84.50    2.770    2.630    1.000    0.000    2.770
    84.60    2.770    2.630    1.000    0.000    2.770
    84.70    2.770    2.630    1.000    0.000    2.770
    84.80    2.770    2.630    1.000    0.000    2.770
    84.90    2.770    2.630    1.000    0.000    2.770
    85.00    2.770    2.630    1.000    0.000    2.770
    85.10    2.770    2.630    1.000    0.000    2.770
    85.20    2.770    2.630    1.000    0.000    2.770
    85.30    2.770    2.630    1.000    0.000    2.770
    85.40    2.770    2.630    1.000    0.000    2.770
    85.50    2.770    2.630    1.000    0.000    2.770
    85.60    2.770    2.630    1.000    0.000    2.770
    85.70    2.770    2.630    1.000    0.000    2.770
    85.80    2.770    2.630    1.000    0.000    2.770
    85.90    2.770    2.630    1.000    0.000    2.770
    86.00    2.770    2.630    1.000    0.000    2.770
    86.10    2.770    2.630    1.000    0.000    2.770
    86.20    2.770    2.630    1.000    0.000    2.770
    86.30    2.770    2.630    1.000    0.000    2.770
    86.40    2.770    2.630    1.000    0.000    2.770
    86.50    2.770    2.630    1.000    0.000    2.770
    86.60    2.770    2.630    1.000    0.000    2.770
    86.70    2.770    2.630    1.000    0.000    2.770
    86.80    2.770    2.630    1.000    0.000    2.770
    86.90    2.770    2.630    1.000    0.000    2.770
    87.00    2.770    2.630    1.000    0.000    2.770
    87.10    2.770    2.630    1.000    0.000    2.770
    87.20    2.775    2.630    1.000    0.000    2.775
    87.30    2.770    2.630    1.000    0.000    2.770
    87.40    2.775    2.630    1.000    0.000    2.775
    87.50    2.770    2.630    1.000    0.000    2.770
    87.60    2.775    2.630    1.000    0.000    2.775
    87.70    2.775    2.630    1.000    0.000    2.775
    87.80    2.775    2.630    1.000    0.000    2.775
    87.90    2.775    2.635    1.000    0.000    2.775
    88.00    2.775    2.635    1.000    0.000    2.775
    88.10    2.775    2.635    1.000    0.000    2.775
    88.20    2.775    2.635    1.000    0.000    2.775
    88.30    2.775    2.635    1.000    0.000    2.775
    88.40    2.775    2.635    1.000    0.000    2.775
    88.50    2.775    2.635    1.000    0.000    2.775
    88.60    2.775    2.635    1.000    0.000    2.775
    88.70    2.775    2.635    1.000    0.000    2.775
    88.80    2.775    2.635    1.000    0.000    2.775
    88.90    2.775    2.635    1.000    0.000    2.775
    89.00    2.775    2.635    1.000    0.000    2.775
    89.10    2.775    2.635    1.000    0.000    2.775
    89.20    2.775    2.635    1.000    0.000    2.775
    89.30    2.775    2.635    1.000    0.000    2.775
    89.40    2.775    2.635    1.000    0.000    2.775
    89.50    2.775    2.635    1.000    0.000    2.775
    89.60    2.775    2.635    1.000    0.000    2.775
    89.70    2.775    2.635    1.000    0.000    2.775
    89.80    2.775    2.635    1.000    0.000    2.775
    89.90    2.775    2.635    1.000    0.000    2.775
    90.00    2.775    2.635    1.000    0.000    2.775
    90.10    2.775    2.635    1.000    0.000    2.775
    90.20    2.775    2.635    1.000    0.000    2.775
    90.30    2.775    2.635    1.000    0.000    2.775
    90.40    2.775    2.635    1.000    0.000    2.775
    90.50    2.775    2.635    1.000    0.000    2.775
    90.60    2.780    2.635    1.000    0.000    2.780
    90.70    2.775    2.635    1.000    0.000    2.775
    90.80    2.775    2.635    1.000    0.000    2.775
    90.90    2.780    2.635    1.000    0.000    2.780
    91.00    2.780    2.635    1.000    0.000    2.780
    91.10    2.775    2.635    1.000    0.000    2.775
    91.20    2.780    2.635    1.000    0.000    2.780
    91.30    2.780    2.635    1.000    0.000    2.780
    91.40    2.780    2.640    1.000    0.000    2.780
    91.50    2.780    2.635    1.000    0.000    2.780
    91.60    2.780    2.640    1.000    0.000    2.780
    91.70    2.780    2.635    1.000    0.000    2.780
    91.80    2.780    2.635    1.000    0.000    2.780
    91.90    2.780    2.635    1.000    0.000    2.780
    92.00    2.780    2.640    1.000    0.000    2.780
    92.10    2.780    2.640    1.000    0.000    2.780
    92.20    2.780    2.640    1.000    0.000    2.780
    92.30    2.780    2.640    1.000    0.000    2.780
    92.40    2.780    2.640    1.000    0.000    2.780
    92.50    2.780    2.640    1.000    0.000    2.780
    92.60    2.780    2.640    1.000    0.000    2.780
    92.70    2.780    2.640    1.000    0.000    2.780
    92.80    2.780    2.640    1.000    0.000    2.780
    92.90    2.780    2.640    1.000    0.000    2.780
    93.00    2.780    2.640    1.000    0.000    2.780
    93.10    2.780    2.640    1.000    0.000    2.780
    93.20    2.780    2.640    1.000    0.000    2.780
    93.30    2.780    2.640    1.000    0.000    2.780
    93.40    2.780    2.640    1.000    0.000    2.780
    93.50    2.780    2.640    1.000    0.000    2.780
    93.60    2.780    2.640    1.000    0.000    2.780
    93.70    2.780    2.640    1.000    0.000    2.780
    93.80    2.780    2.640    1.000    0.000    2.780
    93.90    2.780    2.640    1.000    0.000    2.780
    94.00    2.780    2.640    1.000    0.000    2.780
    94.10    2.785    2.640    1.000    0.000    2.785
    94.20    2.780    2.640    1.000    0.000    2.780
    94.30    2.780    2.640    1.000    0.000    2.780
    94.40    2.785    2.640    1.000    0.000    2.785
    94.50    2.780    2.640    1.000    0.000    2.780
    94.60    2.780    2.640    1.000    0.000    2.780
    94.70    2.780    2.640    1.000    0.000    2.780
    94.80    2.785    2.640    1.000    0.000    2.785
    94.90    2.780    2.640    1.000    0.000    2.780
    95.00    2.785    2.640    1.000    0.000    2.785
    95.10    2.785    2.640    1.000    0.000    2.785
    95.20    2.785    2.640    1.000    0.000    2.785
    95.30    2.785    2.640    1.000    0.000    2.785
    95.40    2.785    2.640    1.000    0.000    2.785
    95.50    2.785    2.640    1.000    0.000    2.785
    95.60    2.785    2.645    1.000    0.000    2.785
    95.70    2.785    2.640    1.000    0.000    2.785
    95.80    2.785    2.640    1.000    0.000    2.785
    95.90    2.785    2.645    1.000    0.000    2.785
    96.00    2.785    2.640    1.000    0.000    2.785
    96.10    2.785    2.645    1.000    0.000    2.785
    96.20    2.785    2.645    1.000    0.000    2.785
    96.30    2.785    2.645    1.000    0.000    2.785
    96.40    2.785    2.645    1.000    0.000    2.785
    96.50    2.785    2.645    1.000    0.000    2.785
    96.60    2.785    2.645    1.000    0.000    2.785
    96.70    2.785    2.645    1.000    0.000    2.785
    96.80    2.785    2.645    1.000    0.000    2.785
    96.90    2.785    2.645    1.000    0.000    2.785
    97.00    2.785    2.645    1.000    0.000    2.785
    97.10    2.785    2.645    1.000    0.000    2.785
    97.20    2.785    2.645    1.000    0.000    2.785
    97.30    2.785    2.645    1.000    0.000    2.785
    97.40    2.785    2.645    1.000    0.000    2.785
    97.50    2.785    2.645    1.000    0.000    2.785
    97.60    2.785    2.645    1.000    0.000    2.785
    97.70    2.785    2.645    1.000    0.000    2.785
    97.80    2.785    2.645    1.000    0.000    2.785
    97.90    2.785    2.645    1.000    0.000    2.785
